gamma, E0, E1, E2, E3, E4, E5, E6, P_II, P_xx, P_yy, P_zz, P_Ix, P_xI, P_Iy, P_yI, P_Iz, P_zI, P_xy, P_yx, P_xz, P_zx, P_yz, P_zy 
 (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.263157894736841987e-03+0.000000000000000000e+00j)  (1.052631578947368397e-02+0.000000000000000000e+00j)  (1.578947368421052683e-02+0.000000000000000000e+00j)  (2.105263157894736795e-02+0.000000000000000000e+00j)  (2.631578947368420907e-02+0.000000000000000000e+00j)  (3.157894736842105365e-02+0.000000000000000000e+00j)  (3.684210526315789130e-02+0.000000000000000000e+00j)  (4.210526315789473589e-02+0.000000000000000000e+00j)  (4.736842105263158048e-02+0.000000000000000000e+00j)  (5.263157894736841813e-02+0.000000000000000000e+00j)  (5.789473684210526272e-02+0.000000000000000000e+00j)  (6.315789473684210731e-02+0.000000000000000000e+00j)  (6.842105263157895190e-02+0.000000000000000000e+00j)  (7.368421052631578261e-02+0.000000000000000000e+00j)  (7.894736842105262720e-02+0.000000000000000000e+00j)  (8.421052631578947179e-02+0.000000000000000000e+00j)  (8.947368421052631637e-02+0.000000000000000000e+00j)  (9.473684210526316096e-02+0.000000000000000000e+00j)  (1.000000000000000056e-01+0.000000000000000000e+00j)
 (-2.367401632494388952e+00+0.000000000000000000e+00j)  (-2.367838996867215773e+00+0.000000000000000000e+00j)  (-2.368271697180551971e+00+0.000000000000000000e+00j)  (-2.368699816401296676e+00+0.000000000000000000e+00j)  (-2.369123435436971903e+00+0.000000000000000000e+00j)  (-2.369542633200900195e+00+0.000000000000000000e+00j)  (-2.369957486674691971e+00+0.000000000000000000e+00j)  (-2.370368070968928098e+00+0.000000000000000000e+00j)  (-2.370774459380973198e+00+0.000000000000000000e+00j)  (-2.371176723451219104e+00+0.000000000000000000e+00j)  (-2.371574933016416420e+00+0.000000000000000000e+00j)  (-2.371969156262279110e+00+0.000000000000000000e+00j)  (-2.372359459772579005e+00+0.000000000000000000e+00j)  (-2.372745908577567953e+00+0.000000000000000000e+00j)  (-2.373128566200580991e+00+0.000000000000000000e+00j)  (-2.373507494702246756e+00+0.000000000000000000e+00j)  (-2.373882754723779520e+00+0.000000000000000000e+00j)  (-2.374254405528461120e+00+0.000000000000000000e+00j)  (-2.374622505041723564e+00+0.000000000000000000e+00j)  (-2.374987109889608483e+00+0.000000000000000000e+00j)
 (-2.366163735246884947e+00+0.000000000000000000e+00j)  (-2.366616770560915128e+00+0.000000000000000000e+00j)  (-2.367064860186013586e+00+0.000000000000000000e+00j)  (-2.367508093900918986e+00+0.000000000000000000e+00j)  (-2.367946559207574797e+00+0.000000000000000000e+00j)  (-2.368380341404616729e+00+0.000000000000000000e+00j)  (-2.368809523658792937e+00+0.000000000000000000e+00j)  (-2.369234187073685938e+00+0.000000000000000000e+00j)  (-2.369654410754829410e+00+0.000000000000000000e+00j)  (-2.370070271873302659e+00+0.000000000000000000e+00j)  (-2.370481845726248427e+00+0.000000000000000000e+00j)  (-2.370889205795530863e+00+0.000000000000000000e+00j)  (-2.371292423803410987e+00+0.000000000000000000e+00j)  (-2.371691569767244712e+00+0.000000000000000000e+00j)  (-2.372086712050943014e+00+0.000000000000000000e+00j)  (-2.372477917415508397e+00+0.000000000000000000e+00j)  (-2.372865251066889503e+00+0.000000000000000000e+00j)  (-2.373248776702780116e+00+0.000000000000000000e+00j)  (-2.373628556557145775e+00+0.000000000000000000e+00j)  (-2.374004651443565539e+00+0.000000000000000000e+00j)
 (-2.366163735246623823e+00+0.000000000000000000e+00j)  (-2.366616554471454581e+00+0.000000000000000000e+00j)  (-2.367064440869668829e+00+0.000000000000000000e+00j)  (-2.367507483598612961e+00+0.000000000000000000e+00j)  (-2.367945769572860737e+00+0.000000000000000000e+00j)  (-2.368379383535869742e+00+0.000000000000000000e+00j)  (-2.368808408129482235e+00+0.000000000000000000e+00j)  (-2.369232923960859605e+00+0.000000000000000000e+00j)  (-2.369653009665863230e+00+0.000000000000000000e+00j)  (-2.370068741971152804e+00+0.000000000000000000e+00j)  (-2.370480195753144503e+00+0.000000000000000000e+00j)  (-2.370887444095360230e+00+0.000000000000000000e+00j)  (-2.371290558342691313e+00+0.000000000000000000e+00j)  (-2.371689608154956996e+00+0.000000000000000000e+00j)  (-2.372084661557289031e+00+0.000000000000000000e+00j)  (-2.372475784989422465e+00+0.000000000000000000e+00j)  (-2.372863043352768209e+00+0.000000000000000000e+00j)  (-2.373246500056027664e+00+0.000000000000000000e+00j)  (-2.373626217058963039e+00+0.000000000000000000e+00j)  (-2.374002254914976628e+00+0.000000000000000000e+00j)
 (-2.364925837999465763e+00+0.000000000000000000e+00j)  (-2.365394333098317148e+00+0.000000000000000000e+00j)  (-2.365857623059092418e+00+0.000000000000000000e+00j)  (-2.366315803069856116e+00+0.000000000000000000e+00j)  (-2.366768965911413503e+00+0.000000000000000000e+00j)  (-2.367217202034314738e+00+0.000000000000000000e+00j)  (-2.367660599633725216e+00+0.000000000000000000e+00j)  (-2.368099244720431873e+00+0.000000000000000000e+00j)  (-2.368533221189958127e+00+0.000000000000000000e+00j)  (-2.368962610888895259e+00+0.000000000000000000e+00j)  (-2.369387493678154488e+00+0.000000000000000000e+00j)  (-2.369807947494716682e+00+0.000000000000000000e+00j)  (-2.370224048410004336e+00+0.000000000000000000e+00j)  (-2.370635870687285873e+00+0.000000000000000000e+00j)  (-2.371043486836203584e+00+0.000000000000000000e+00j)  (-2.371446967665252537e+00+0.000000000000000000e+00j)  (-2.371846382332706060e+00+0.000000000000000000e+00j)  (-2.372241798395593015e+00+0.000000000000000000e+00j)  (-2.372633281857017717e+00+0.000000000000000000e+00j)  (-2.373020897211369107e+00+0.000000000000000000e+00j)
 (-2.154569610710482586e+00+0.000000000000000000e+00j)  (-2.155216907563842543e+00+0.000000000000000000e+00j)  (-2.155867941839957336e+00+0.000000000000000000e+00j)  (-2.156522787228270399e+00+0.000000000000000000e+00j)  (-2.157416631988406941e+00+0.000000000000000000e+00j)  (-2.158412984940151880e+00+0.000000000000000000e+00j)  (-2.159399727454214268e+00+0.000000000000000000e+00j)  (-2.160377022447353301e+00+0.000000000000000000e+00j)  (-2.161345028922955880e+00+0.000000000000000000e+00j)  (-2.162303902090392693e+00+0.000000000000000000e+00j)  (-2.163253793479649634e+00+0.000000000000000000e+00j)  (-2.164194851051894908e+00+0.000000000000000000e+00j)  (-2.165127219306020478e+00+0.000000000000000000e+00j)  (-2.166051039381935439e+00+0.000000000000000000e+00j)  (-2.166966449159331454e+00+0.000000000000000000e+00j)  (-2.167873583353812528e+00+0.000000000000000000e+00j)  (-2.168772573609114129e+00+0.000000000000000000e+00j)  (-2.169663548586410862e+00+0.000000000000000000e+00j)  (-2.170546634050289914e+00+0.000000000000000000e+00j)  (-2.171421952952143020e+00+0.000000000000000000e+00j)
 (-2.154569610710443062e+00+0.000000000000000000e+00j)  (-2.155216749748174010e+00+0.000000000000000000e+00j)  (-2.155867318638593488e+00+0.000000000000000000e+00j)  (-2.156521403155329697e+00+0.000000000000000000e+00j)  (-2.157181494782243192e+00+0.000000000000000000e+00j)  (-2.157844092545647019e+00+0.000000000000000000e+00j)  (-2.158510585402021675e+00+0.000000000000000000e+00j)  (-2.159180955158093163e+00+0.000000000000000000e+00j)  (-2.159855160864882606e+00+0.000000000000000000e+00j)  (-2.160533139375055534e+00+0.000000000000000000e+00j)  (-2.161214806128897603e+00+0.000000000000000000e+00j)  (-2.161900056153685856e+00+0.000000000000000000e+00j)  (-2.162588765260011758e+00+0.000000000000000000e+00j)  (-2.163280791408618065e+00+0.000000000000000000e+00j)  (-2.163975976222654474e+00+0.000000000000000000e+00j)  (-2.164674146614062433e+00+0.000000000000000000e+00j)  (-2.165375116494368868e+00+0.000000000000000000e+00j)  (-2.166078688536316577e+00+0.000000000000000000e+00j)  (-2.166784655957424643e+00+0.000000000000000000e+00j)  (-2.167492804295134690e+00+0.000000000000000000e+00j)
 (-2.153331713463102925e+00+0.000000000000000000e+00j)  (-2.154368220016873892e+00+0.000000000000000000e+00j)  (-2.155394422793793119e+00+0.000000000000000000e+00j)  (-2.156410501645671385e+00+0.000000000000000000e+00j)  (-2.157179066430200187e+00+0.000000000000000000e+00j)  (-2.157840348581346213e+00+0.000000000000000000e+00j)  (-2.158505266559435309e+00+0.000000000000000000e+00j)  (-2.159173814223101839e+00+0.000000000000000000e+00j)  (-2.159845962647346074e+00+0.000000000000000000e+00j)  (-2.160521660664087573e+00+0.000000000000000000e+00j)  (-2.161200835626839734e+00+0.000000000000000000e+00j)  (-2.161883394387559054e+00+0.000000000000000000e+00j)  (-2.162569224465338280e+00+0.000000000000000000e+00j)  (-2.163258195386542848e+00+0.000000000000000000e+00j)  (-2.163950160167383618e+00+0.000000000000000000e+00j)  (-2.164644956912154417e+00+0.000000000000000000e+00j)  (-2.165342410494743408e+00+0.000000000000000000e+00j)  (-2.166042334293983185e+00+0.000000000000000000e+00j)  (-2.166744531951306563e+00+0.000000000000000000e+00j)  (-2.167448799122944969e+00+0.000000000000000000e+00j)
 (-2.153331713463069619e+00+0.000000000000000000e+00j)  (-2.153610857380226840e+00+0.000000000000000000e+00j)  (-2.153887120507621322e+00+0.000000000000000000e+00j)  (-2.154160556091359258e+00+0.000000000000000000e+00j)  (-2.154431216030561203e+00+0.000000000000000000e+00j)  (-2.154699150921169259e+00+0.000000000000000000e+00j)  (-2.154964410097873984e+00+0.000000000000000000e+00j)  (-2.155227041674165456e+00+0.000000000000000000e+00j)  (-2.155487092581534370e+00+0.000000000000000000e+00j)  (-2.155744608606583235e+00+0.000000000000000000e+00j)  (-2.155999634427022027e+00+0.000000000000000000e+00j)  (-2.156252213645983407e+00+0.000000000000000000e+00j)  (-2.156502388825572769e+00+0.000000000000000000e+00j)  (-2.156750201518644605e+00+0.000000000000000000e+00j)  (-2.156995692299657819e+00+0.000000000000000000e+00j)  (-2.157238900794441250e+00+0.000000000000000000e+00j)  (-2.157479865708646916e+00+0.000000000000000000e+00j)  (-2.157718624855500256e+00+0.000000000000000000e+00j)  (-2.157955215182150610e+00+0.000000000000000000e+00j)  (-2.158189672795442160e+00+0.000000000000000000e+00j)
 (-2.125619534560814650e+00+0.000000000000000000e+00j)  (-2.126933147187421547e+00+0.000000000000000000e+00j)  (-2.128232912034265123e+00+0.000000000000000000e+00j)  (-2.129519067280082556e+00+0.000000000000000000e+00j)  (-2.130791845358912084e+00+0.000000000000000000e+00j)  (-2.132051473140904374e+00+0.000000000000000000e+00j)  (-2.133298172106502744e+00+0.000000000000000000e+00j)  (-2.134532158513366085e+00+0.000000000000000000e+00j)  (-2.135753643557562587e+00+0.000000000000000000e+00j)  (-2.136962833527754402e+00+0.000000000000000000e+00j)  (-2.138159929954339677e+00+0.000000000000000000e+00j)  (-2.139345129752237895e+00+0.000000000000000000e+00j)  (-2.140518625358749816e+00+0.000000000000000000e+00j)  (-2.141680604866334381e+00+0.000000000000000000e+00j)  (-2.142831252150009913e+00+0.000000000000000000e+00j)  (-2.143970746990839338e+00+0.000000000000000000e+00j)  (-2.145099265194181370e+00+0.000000000000000000e+00j)  (-2.146216978704206024e+00+0.000000000000000000e+00j)  (-2.147324055713946134e+00+0.000000000000000000e+00j)  (-2.148420660771832136e+00+0.000000000000000000e+00j)
