# gamma, coupling, gap qubit, gap resonator 
0.000000000000000000e+00 6.561481309195501740e-16 6.864792925926432865e-02 4.472135954999579416e-02
2.000000000000000111e-01 1.528918741568708987e-03 5.760168511347019127e-02 4.472135954999579416e-02
4.000000000000000222e-01 2.561131626657732127e-03 4.955823294002770218e-02 4.472135954999579416e-02
6.000000000000000888e-01 3.283814305741900898e-03 4.344477462839502202e-02 4.472135954999579416e-02
8.000000000000000444e-01 3.800890809885573013e-03 3.864689426952683249e-02 4.472135954999579416e-02
1.000000000000000000e+00 4.178077307157777170e-03 3.478644059925994902e-02 4.472135954999579416e-02
1.200000000000000178e+00 4.454967651471588262e-03 3.161753861781702035e-02 4.472135954999579416e-02
1.400000000000000133e+00 4.660045788898843633e-03 2.897324186521132994e-02 4.472135954999579416e-02
1.600000000000000089e+00 4.810159897136186136e-03 2.673614864511431044e-02 4.472135954999579416e-02
1.800000000000000044e+00 4.919594537244977028e-03 2.482126943965567989e-02 4.472135954999579416e-02
2.000000000000000000e+00 4.997910780107342812e-03 2.316555997079650098e-02 4.472135954999579416e-02
2.200000000000000178e+00 5.052353680316326590e-03 2.172127199614659609e-02 4.472135954999579416e-02
2.400000000000000355e+00 5.073960326043163577e-03 2.045158704846006259e-02 4.472135954999579416e-02
2.600000000000000089e+00 5.095184720107148388e-03 1.932766644264183320e-02 4.472135954999579416e-02
2.800000000000000266e+00 5.105440662613799918e-03 1.832660820162845816e-02 4.472135954999579416e-02
3.000000000000000000e+00 5.126193800767613051e-03 1.743000102011538210e-02 4.472135954999579416e-02
3.200000000000000178e+00 5.122309401652500559e-03 1.662288094870434385e-02 4.472135954999579416e-02
3.400000000000000355e+00 5.112666314537141210e-03 1.589296565066145028e-02 4.472135954999579416e-02
3.600000000000000089e+00 5.098456105338582817e-03 1.523008369662681716e-02 4.472135954999579416e-02
3.800000000000000266e+00 5.080606875844918824e-03 1.462574329678689722e-02 4.472135954999579416e-02
4.000000000000000000e+00 5.059846382524978495e-03 1.407280229165941421e-02 4.472135954999579416e-02
4.200000000000000178e+00 5.036398412431353916e-03 1.356521272767907682e-02 4.472135954999579416e-02
4.400000000000000355e+00 4.992602746555068263e-03 1.309782108634549580e-02 4.472135954999579416e-02
4.600000000000000533e+00 4.965270760672968117e-03 1.266621053573313560e-02 4.472135954999579416e-02
4.800000000000000711e+00 4.967870170114218817e-03 1.226657526000551890e-02 4.472135954999579416e-02
5.000000000000000000e+00 4.940727376635818680e-03 1.189561952264872602e-02 4.472135954999579416e-02
5.200000000000000178e+00 4.913226855819151362e-03 1.155047597917158164e-02 4.472135954999579416e-02
5.400000000000000355e+00 4.885153706401352061e-03 1.122863910074478611e-02 4.472135954999579416e-02
5.600000000000000533e+00 4.856465293443926190e-03 1.092791055573383296e-02 4.472135954999579416e-02
5.800000000000000711e+00 4.827655643436491728e-03 1.064635412500969380e-02 4.472135954999579416e-02
