# gamma, coupling, gap qubit, gap resonator 
0.000000000000000000e+00 5.125272203987511182e-16 7.496808139568189588e-02 3.162277660168379134e-02
2.000000000000000111e-01 1.011526631284769256e-03 6.199089168083238288e-02 3.162277660168379134e-02
4.000000000000000222e-01 1.684783327799613435e-03 5.240553702218664345e-02 3.162277660168379134e-02
6.000000000000000888e-01 2.132246612709657718e-03 4.506333293661923811e-02 3.162277660168379134e-02
8.000000000000000444e-01 2.450975354590988718e-03 3.928156908458380059e-02 3.162277660168379134e-02
1.000000000000000000e+00 2.660840981406700084e-03 3.462814955162762942e-02 3.162277660168379134e-02
1.200000000000000178e+00 2.802275991176206987e-03 3.081595717205765084e-02 3.162277660168379134e-02
1.400000000000000133e+00 2.890522731876357665e-03 2.764666584467367905e-02 3.162277660168379134e-02
1.600000000000000089e+00 2.941023382242672485e-03 2.497888146933746611e-02 3.162277660168379134e-02
1.800000000000000044e+00 2.987116277216816072e-03 2.270911675201547908e-02 3.162277660168379134e-02
2.000000000000000000e+00 2.995136635873547198e-03 2.075993206365045474e-02 3.162277660168379134e-02
2.200000000000000178e+00 2.988054882122649636e-03 1.907227143576806228e-02 3.162277660168379134e-02
2.400000000000000355e+00 2.969803797248224929e-03 1.760035475168053587e-02 3.162277660168379134e-02
2.600000000000000089e+00 2.943321080171462396e-03 1.630818187103466599e-02 3.162277660168379134e-02
2.800000000000000266e+00 2.910833670011520047e-03 1.516708393931587295e-02 3.162277660168379134e-02
3.000000000000000000e+00 2.874033995556351563e-03 1.415397294718090393e-02 3.162277660168379134e-02
3.200000000000000178e+00 2.850352133937381592e-03 1.325006769579251120e-02 3.162277660168379134e-02
3.400000000000000355e+00 2.808583424583194904e-03 1.243995151055421466e-02 3.162277660168379134e-02
3.600000000000000089e+00 2.765194373304524778e-03 1.171086522418973708e-02 3.162277660168379134e-02
3.800000000000000266e+00 2.720773408806703014e-03 1.105216976742506851e-02 3.162277660168379134e-02
4.000000000000000000e+00 2.675777489236485368e-03 1.045493285576637454e-02 3.162277660168379134e-02
4.200000000000000178e+00 2.630562454206255424e-03 9.911607702318470103e-03 3.162277660168379134e-02
4.400000000000000355e+00 2.585405735122420223e-03 9.415780815761776168e-03 3.162277660168379134e-02
4.600000000000000533e+00 2.540523449090028446e-03 8.961972245635996259e-03 3.162277660168379134e-02
4.800000000000000711e+00 2.496083082194597985e-03 8.545476056689871314e-03 3.162277660168379134e-02
5.000000000000000000e+00 2.452213743767511084e-03 8.162231953484422320e-03 3.162277660168379134e-02
5.200000000000000178e+00 2.409014343328953062e-03 7.808721238911076057e-03 3.162277660168379134e-02
5.400000000000000355e+00 2.366559731136985006e-03 7.481881935995859934e-03 3.162277660168379134e-02
5.600000000000000533e+00 2.324905534800207965e-03 7.179039116462115899e-03 3.162277660168379134e-02
5.800000000000000711e+00 2.284092020365360159e-03 6.897847381157173885e-03 3.162277660168379134e-02
6.000000000000000000e+00 2.244147156583191013e-03 6.636243115900386513e-03 3.162277660168379134e-02
6.200000000000000178e+00 2.205089036317591650e-03 6.392404659606665263e-03 3.162277660168379134e-02
6.400000000000000355e+00 2.166927769068964244e-03 6.164718913900024688e-03 3.162277660168379134e-02
6.600000000000000533e+00 2.129666989189071043e-03 5.951753225688083404e-03 3.162277660168379134e-02
6.800000000000000711e+00 2.093305037005836929e-03 5.752231608467495150e-03 3.162277660168379134e-02
7.000000000000000000e+00 2.057835915049574353e-03 5.565014551365266016e-03 3.162277660168379134e-02
7.200000000000000178e+00 2.023250107098622380e-03 5.389081807674722668e-03 3.162277660168379134e-02
7.400000000000000355e+00 1.989535352836559190e-03 5.223517670425392723e-03 3.162277660168379134e-02
7.600000000000000533e+00 1.956677494731837077e-03 5.067498330445507904e-03 3.162277660168379134e-02
7.800000000000000711e+00 1.924661546528309191e-03 4.920280987017466856e-03 3.162277660168379134e-02
8.000000000000000000e+00 1.893473162655338535e-03 4.781194437876168379e-03 3.162277660168379134e-02
8.200000000000001066e+00 1.863100671075548775e-03 4.649630922551883927e-03 3.162277660168379134e-02
8.400000000000000355e+00 1.833537678997710155e-03 4.525039032267086370e-03 3.162277660168379134e-02
8.599999999999999645e+00 1.804785854868417097e-03 4.406917528595677425e-03 3.162277660168379134e-02
8.800000000000000711e+00 1.776856805626806420e-03 4.294809941038035817e-03 3.162277660168379134e-02
9.000000000000000000e+00 1.749771326215121114e-03 4.188299832268427281e-03 3.162277660168379134e-02
9.200000000000001066e+00 1.723554526308436257e-03 4.087006638723522656e-03 3.162277660168379134e-02
9.400000000000000355e+00 1.698227196139215833e-03 3.990582007932674813e-03 3.162277660168379134e-02
9.600000000000001421e+00 1.673796539150882541e-03 3.898706565555132286e-03 3.162277660168379134e-02
9.800000000000000711e+00 1.650250588570887581e-03 3.811087055549888802e-03 3.162277660168379134e-02
